basin,sub,tsta,AMCR,AMDI,AMGO,AMRO,BAEA,BASW,BCCH,BEKI,BEWR,BGWA,BHCO,BHGR,BRCR,BTPI,BUGR,BUSH,CAGO,CBCH,CEWA,COHA,COME,CONI,CORA,COYE,DEJU,DOWO,EUST,EVGR,GBHE,GCKI,GCSP,GHOW,GRJA,HAFL,HAWO,HETH,HEWA,HOME,HOWR,HUVI,MALL,MAMU,MGWA,MOQU,NOFL,OCWA,OSFL,PISI,PIWO,PSFL,PUFI,PYOW,RBNU,RBSA,RCKI,RECR,RSTO,RTHA,RUGR,RUHU,RWBL,SCOW,SOSP,SOVI,SPOW,SSHA,STJA,SWOW,SWTH,TOSO,TOWA,TRSW,TUVU,UNBI,UNDU,UNFI,UNFL,UNHA,UNJA,UNOW,UNRA,UNSW,UNTH,UNWA,UNWO,VATH,VGSW,WAVI,WCSP,WEBL,WETA,WIFL,WIWA,WIWR,WODU,WREN,WWPE,YRWA,b.total,b.rich,b.sidi
L,CC,34,0,0,0.205882353,0.117647059,0,0,0,0,0.176470588,0.441176471,0,0.441176471,0,0.529411765,0,0.294117647,0,0.5,0.029411765,0,0,0.029411765,0.088235294,0,0.264705882,0,0,0.764705882,0,0.382352941,0,0,0.117647059,0.029411765,0.088235294,0.470588235,0.529411765,0,0.117647059,0.205882353,0,0,0.676470588,0.029411765,0.205882353,1.441176471,0.176470588,0.029411765,0.088235294,1.088235294,0.294117647,0.029411765,0.058823529,0.147058824,0.029411765,1.176470588,0.794117647,0.029411765,0.029411765,0.647058824,0,0,0.294117647,0,0,0,0.852941176,0,4.205882353,0,0.088235294,0,0.029411765,0.058823529,0,0,0,0,0,0,0,0,0,0.029411765,0.029411765,0.205882353,0,0.411764706,0.205882353,0.029411765,0.235294118,0.205882353,2.823529412,1.529411765,0,0.647058824,0.058823529,0,24.73529412,54,0.062816617
L,EF,33,0,0,0.212121212,0.181818182,0,0,0,0,0.03030303,0.121212121,0,0.303030303,0.212121212,0.060606061,0.242424242,0.181818182,0.03030303,0.545454545,0.090909091,0.03030303,0,0,0.060606061,0,0.303030303,0.060606061,0,0.939393939,0,0.424242424,0.181818182,0,0.03030303,0.181818182,0.272727273,0.272727273,0.484848485,0,0.151515152,0.151515152,0,0,1.090909091,0.212121212,0.333333333,1.060606061,0.060606061,0,0.060606061,0.96969697,0.606060606,0.181818182,0.090909091,0.060606061,0.181818182,0.515151515,0.696969697,0.03030303,0.03030303,0.333333333,0,0,0.545454545,0,0,0,0.545454545,0,3.090909091,0.181818182,0.060606061,0,0,0.303030303,0,0,0.03030303,0,0,0,0,0,0,0.03030303,0.03030303,0.818181818,0.03030303,0.181818182,0.696969697,0.242424242,0.242424242,0.272727273,2,1.636363636,0,0.212121212,0.03030303,0.666666667,24.12121212,60,0.044264981
L,LC,36,0.055555556,0,0.194444444,1.055555556,0,0,0,0,0.083333333,0.111111111,0,0.972222222,0.638888889,0.888888889,0,0,0,1.416666667,0.027777778,0,0,0.027777778,0.166666667,0,0.25,0,0.083333333,2.138888889,0,0.361111111,0.055555556,0,0.333333333,0.388888889,0.361111111,0,1.555555556,0,0.305555556,0.222222222,0,0.333333333,0.416666667,0.027777778,0.111111111,0.305555556,0.111111111,0,0.277777778,1.527777778,0.194444444,0.055555556,0.305555556,0.166666667,0,0.444444444,0.055555556,0.083333333,0,0.111111111,0,0.027777778,0.666666667,0,0,0,1.111111111,0,3.75,0,0.083333333,0,0.027777778,0.055555556,0,0,0,0,0,0,0,0,0,0.111111111,0.138888889,1.277777778,0.055555556,0.444444444,0.277777778,0.083333333,0.361111111,0,2.527777778,2.722222222,0,0.166666667,0.055555556,0,30.16666667,55,0.052649831
L,LL,34,0,0,0.441176471,0.529411765,0,0,0,0,0.029411765,0.029411765,0,0.529411765,0.970588235,0.5,0.088235294,0.147058824,0,1.088235294,0.117647059,0,0,0,0.058823529,0,0.205882353,0.029411765,0,1.882352941,0,0.352941176,0,0,0.205882353,0.794117647,0.441176471,0.205882353,0.970588235,0,0.323529412,0.029411765,0,0.058823529,0.441176471,0.117647059,0.205882353,0.176470588,0.117647059,0.147058824,0.323529412,1.911764706,0.382352941,0.029411765,0.323529412,0.205882353,0.058823529,0.705882353,0.205882353,0.029411765,0,0.235294118,0,0.029411765,0.411764706,0,0,0,0.529411765,0,2.352941176,0,0.058823529,0.117647059,0.029411765,0.058823529,0,0,0,0,0,0,0,0,0,0,0.058823529,1.352941176,0.235294118,0.264705882,0.676470588,0.088235294,0.382352941,0.147058824,2.205882353,2.382352941,0,0,0.029411765,0.058823529,27.11764706,59,0.044826158
L,LT,35,0,0,0.085714286,0.342857143,0,0,0,0,0,0.285714286,0,0.342857143,0.714285714,0.114285714,0,0,0,1,0,0,0,0.028571429,0.257142857,0,0.142857143,0,0,2.114285714,0,0.428571429,0,0,0.6,0.628571429,0.257142857,0.114285714,1.8,0,0,0.171428571,0,0.028571429,0,0,0.028571429,0.028571429,0.028571429,0,0.314285714,1.828571429,0.114285714,0.085714286,0.342857143,0.057142857,0,0.628571429,0,0.028571429,0.085714286,0.028571429,0,0,0.028571429,0,0.028571429,0.028571429,0.342857143,0,2.085714286,0,0,0,0,0.085714286,0,0,0,0,0,0,0,0,0,0.085714286,0.114285714,1.371428571,0,0.428571429,0,0,0.428571429,0,1.742857143,3.142857143,0,0,0.028571429,0,23,43,0.064872497
L,NN,37,0,0,0.162162162,0.513513514,0,0,0,0.027027027,0.027027027,0.108108108,0,0.432432432,0.459459459,0.081081081,0,0.108108108,0,1.135135135,0.162162162,0,0,0,0.081081081,0,0.027027027,0,0,1.297297297,0,0.243243243,0,0,0.27027027,0.405405405,0.513513514,0,1.189189189,0,0.297297297,0.054054054,0,0,0.486486486,0.027027027,0.351351351,0.405405405,0.459459459,0,0.324324324,1,0.189189189,0,0.189189189,0.108108108,0,0.72972973,0.297297297,0.027027027,0.054054054,0.378378378,0,0,0.675675676,0.027027027,0,0.027027027,1,0,3.243243243,0,0.162162162,0,0.027027027,0.081081081,0,0,0,0,0,0,0,0,0.027027027,0.027027027,0.108108108,1.459459459,0.162162162,0.378378378,0.378378378,0.027027027,0.324324324,0.189189189,2.486486486,2.459459459,0,0.189189189,0.108108108,0,26.18918919,54,0.051539947
L,RC,34,0.235294118,0,0.058823529,0.735294118,0,0,0.058823529,0,0.088235294,0.529411765,0,0.588235294,0.294117647,0.352941176,0,0.058823529,0,1.029411765,0.205882353,0,0,0.176470588,0.205882353,0,0,0.029411765,0,1.558823529,0,0.441176471,0,0,0.147058824,0.264705882,0.147058824,0,1.411764706,0,0,0.441176471,0.058823529,0.029411765,0.411764706,0.058823529,0.205882353,1.088235294,0.029411765,0,0.205882353,1,0.735294118,0,0.264705882,0,0.058823529,0.5,0.764705882,0,0.117647059,0.588235294,0,0,0.735294118,0,0,0,1.294117647,0,4.235294118,0,0,0.029411765,0,0.058823529,0,0,0,0,0,0,0,0,0,0.029411765,0.088235294,0.588235294,0,0.441176471,0.029411765,0,0.117647059,0.205882353,2.705882353,2.117647059,0.058823529,1.176470588,0.029411765,0.058823529,29.17647059,53,0.053754634
L,UC,37,0,0,0.054054054,0.756756757,0,0,0,0,0.027027027,0.216216216,0,0.72972973,0.27027027,0.567567568,0,0.054054054,0,1.108108108,0,0,0,0,0.135135135,0,0.054054054,0,0,1.648648649,0,0.351351351,0,0,0.027027027,0.405405405,0.243243243,0,1.324324324,0,0,0.513513514,0,0.459459459,0.027027027,0.054054054,0.027027027,0.324324324,0.027027027,0,0.243243243,1.72972973,0.108108108,0.297297297,0.135135135,0.081081081,0,0.378378378,0.081081081,0,0.162162162,0.135135135,0,0,0.432432432,0,0.054054054,0,0.837837838,0,3.648648649,0,0.054054054,0,0,0.027027027,0,0,0,0,0,0,0,0,0,0.027027027,0.081081081,1.081081081,0,0.459459459,0,0,0.108108108,0,2.432432432,2.648648649,0,0.432432432,0.054054054,0.027027027,25.16216216,47,0.063650764
L,UT,33,0,0,0.090909091,0.242424242,0,0,0,0,0,0,0,0.424242424,0.666666667,0.181818182,0,0,0,0.848484848,0.060606061,0,0,0.03030303,0.090909091,0,0.151515152,0,0,1.636363636,0,0.545454545,0,0,0.151515152,0.515151515,0.333333333,0.090909091,0.909090909,0,0,0.121212121,0,0.333333333,0.454545455,0.060606061,0.151515152,0.484848485,0.212121212,0,0.393939394,1.606060606,0.121212121,0.060606061,0.333333333,0,0.090909091,0.393939394,0.333333333,0,0,0.242424242,0,0,0.121212121,0,0,0,0.666666667,0,2.666666667,0.090909091,0,0,0.03030303,0.060606061,0,0,0,0,0,0,0,0,0,0.03030303,0.090909091,1.060606061,0,0.363636364,0.151515152,0,0.151515152,0.272727273,1.727272727,3.090909091,0,0.121212121,0,0.03030303,23.09090909,47,0.058207783
L,WC,33,0,0,0.727272727,0.696969697,0,0,0,0,0.181818182,0.090909091,0,0.757575758,0.393939394,0.727272727,0,0.121212121,0,0.909090909,0.272727273,0,0,0,0.090909091,0,0.121212121,0.090909091,0,1.121212121,0,0.181818182,0.060606061,0,0.242424242,0.515151515,0.484848485,0.060606061,0.818181818,0,0.363636364,0.181818182,0,0,0.787878788,0.121212121,0.272727273,0.757575758,0.212121212,0,0.151515152,1.121212121,0.212121212,0.03030303,0.181818182,0.151515152,0,0.424242424,0.212121212,0.181818182,0,0.484848485,0,0,1.424242424,0,0,0,1,0,3.818181818,0,0.060606061,0,0.060606061,0.121212121,0,0,0,0,0,0,0,0.151515152,0,0,0.090909091,0.818181818,0.181818182,0.606060606,0.515151515,0.060606061,0.575757576,0.060606061,2.636363636,2.03030303,0,0.393939394,0.151515152,0,29.27272727,54,0.046324516
N,BC,38,0,0,0.105263158,0.315789474,0,0,0,0,0.052631579,0.157894737,0,0.184210526,0.263157895,0.763157895,0,0,0,0.736842105,0.105263158,0,0,0,0.184210526,0,0.342105263,0,0,0.473684211,0,0.842105263,0,0,0.078947368,0.184210526,0.105263158,0,1.578947368,0,0,0.315789474,0,0.210526316,0.105263158,0.078947368,0.052631579,0.289473684,0.026315789,0.105263158,0.052631579,2.815789474,0.289473684,0,0.052631579,0,0,2.473684211,0.052631579,0,0,0.078947368,0,0,0.210526316,0,0,0,0.421052632,0,3.289473684,0,0.052631579,0,0,0.052631579,0.026315789,0,0,0,0,0,0,0,0.026315789,0.026315789,0.052631579,1.684210526,0,0.157894737,0.131578947,0,0.078947368,0.052631579,1.657894737,1.921052632,0,0.105263158,0,0,23.42105263,44,0.072547658
N,EC,35,0,0,0.171428571,0.171428571,0,0,0.028571429,0,0.028571429,0.314285714,0,0.457142857,0.085714286,1.057142857,0,0,0,0.457142857,0.171428571,0.028571429,0,0.028571429,0.057142857,0,0.457142857,0,0,0.428571429,0,0.6,0,0,0.142857143,0.028571429,0.085714286,0,1.028571429,0,0.114285714,0.2,0,0,0.285714286,0.085714286,0.2,0.228571429,0.114285714,0,0.114285714,3,0.142857143,0,0.028571429,0,0,0.771428571,0.2,0,0.057142857,0.114285714,0,0,0.571428571,0,0,0,0.371428571,0,2.714285714,0.028571429,0,0,0,0.028571429,0,0,0,0,0,0,0,0,0,0.057142857,0.028571429,1.257142857,0.057142857,0.828571429,0.171428571,0,0,0.142857143,1.257142857,1.714285714,0,0,0.028571429,0,20.74285714,47,0.065497196
N,FC,35,0.028571429,0,0.028571429,0.657142857,0,0,0,0,0.142857143,0.142857143,0.028571429,0.885714286,0.2,1.285714286,0,0.114285714,0,0.8,0.4,0,0,0,0.114285714,0,0.714285714,0,0,0.485714286,0,0.685714286,0.028571429,0,0.085714286,0.257142857,0.2,0,1.628571429,0,0.028571429,0.257142857,0,0.057142857,0,0,0.2,0.4,0.085714286,0,0.028571429,2.542857143,0.314285714,0.028571429,0.085714286,0,0,2.028571429,0.114285714,0.028571429,0.114285714,0.228571429,0.028571429,0.028571429,0.8,0,0,0,0.714285714,0,2.914285714,0,0.028571429,0,0,0.028571429,0,0.028571429,0,0.028571429,0,0,0,0,0,0.057142857,0.028571429,1.428571429,0,0.314285714,0.314285714,0,0.028571429,0,2.571428571,1.8,0,0.028571429,0.028571429,0,26.65714286,51,0.057058734
N,FN,36,0,0,0.638888889,0.222222222,0,0,0,0,0,0,0,0.555555556,0.194444444,0.5,0.055555556,0.055555556,0,0.527777778,0.083333333,0,0,0.027777778,0.027777778,0,0.638888889,0,0,1.638888889,0,0.611111111,0,0.111111111,0.111111111,0.305555556,0.333333333,0,1.416666667,0,0.333333333,0.027777778,0,0,0.583333333,0.083333333,0.25,0.861111111,0.416666667,0.222222222,0.111111111,1.5,0.416666667,0,0.333333333,0.111111111,0,3.027777778,0.333333333,0.055555556,0.027777778,0.333333333,0,0,0.583333333,0.055555556,0,0,0.638888889,0,2.888888889,0.166666667,0.027777778,0,0.027777778,0.027777778,0,0,0,0,0,0,0,0.027777778,0,0,0.027777778,0.916666667,0.222222222,0.555555556,0.361111111,0.111111111,0.333333333,0.277777778,2.444444444,1.444444444,0,0,0.222222222,0.055555556,28.5,55,0.04833491
N,HC,33,0,0,0.03030303,0.424242424,0,0,0,0,0.181818182,0.060606061,0,0.606060606,0.393939394,1.151515152,0,0,0,0.787878788,0.303030303,0,0,0.03030303,0.03030303,0,0.242424242,0,0,0.272727273,0.03030303,0.878787879,0,0,0.272727273,0.090909091,0.272727273,0,1.454545455,0,0,0.181818182,0,0.090909091,0.121212121,0,0.090909091,0.393939394,0.212121212,0.03030303,0.090909091,2.666666667,0.242424242,0.060606061,0.060606061,0,0,1.818181818,0.060606061,0,0,0.272727273,0,0,0.848484848,0,0,0,0.666666667,0,3.393939394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03030303,0.090909091,1.666666667,0,0,0.303030303,0,0.090909091,0.03030303,3.212121212,1.757575758,0,0.272727273,0,0,26.27272727,44,0.066406453
N,MC,35,0,0,0.085714286,0.257142857,0,0,0,0.028571429,0.114285714,0.142857143,0,0.371428571,0.171428571,0.657142857,0,0,0,0.457142857,0.228571429,0,0,0.028571429,0.028571429,0,0.485714286,0,0,0.2,0,0.742857143,0,0.028571429,0.114285714,0.171428571,0.2,0,0.857142857,0,0,0.142857143,0,0.114285714,0.285714286,0.028571429,0.114285714,0.342857143,0.114285714,0.028571429,0.171428571,2.685714286,0.114285714,0.028571429,0.057142857,0,0,1.2,0.085714286,0,0,0.142857143,0,0.028571429,0.457142857,0,0,0,0.685714286,0,3.2,0,0,0,0,0.028571429,0,0,0,0,0,0,0,0,0,0.028571429,0.028571429,0.971428571,0,0.428571429,0,0,0.085714286,0.114285714,2.342857143,2,0,0.057142857,0.028571429,0,21.51428571,48,0.071649656
N,NC,38,0,0.026315789,0.368421053,0.605263158,0,0,0,0.026315789,0.078947368,0.026315789,0,0.763157895,0.342105263,0.263157895,0,0,0,0.842105263,0.368421053,0,0,0,0.157894737,0,0.421052632,0,0,2.236842105,0,0.289473684,0,0.026315789,0.473684211,0.342105263,0.552631579,0,0.973684211,0,0.236842105,0.026315789,0.052631579,0,0.447368421,0.078947368,0.131578947,0.289473684,0.184210526,0.026315789,0.105263158,2.552631579,0.105263158,0.052631579,0.184210526,0.026315789,0,4.105263158,0.184210526,0.078947368,0.026315789,0.157894737,0,0,0.605263158,0,0,0,0.921052632,0,2.815789474,0,0,0.052631579,0.026315789,0.026315789,0,0,0,0,0,0,0.052631579,0,0,0,0.052631579,1.473684211,0,0.394736842,0.842105263,0.026315789,0.289473684,0.394736842,3.368421053,2.210526316,0,0.026315789,0.105263158,0,31.92105263,55,0.060428078
N,OC,34,0,0.029411765,0.5,0.441176471,0,0,0,0.029411765,0.029411765,0.058823529,0.029411765,0.764705882,0.617647059,0.588235294,0,0,0,0.852941176,0.5,0,0,0,0.294117647,0.029411765,0.294117647,0,0,2.029411765,0,0.529411765,0,0,0.323529412,0.029411765,0.382352941,0,1.588235294,0,0,0.117647059,0,0,0.205882353,0.029411765,0.382352941,0.411764706,0,0.176470588,0.147058824,2.5,0.323529412,0.058823529,0.117647059,0,0,3.235294118,0.147058824,0.088235294,0,0.117647059,0.029411765,0,0.882352941,0,0,0,1,0,4.382352941,0,0,0.058823529,0,0.029411765,0,0,0,0,0,0,0,0,0,0.029411765,0.088235294,1.705882353,0,0.205882353,0.205882353,0,0.058823529,0.441176471,2.911764706,2.676470588,0,0,0,0,32.70588235,48,0.062840465
N,TC,37,0.027027027,0,0,0.432432432,0,0,0,0,0,0.027027027,0,0.702702703,0.459459459,0.486486486,0,0,0,0.945945946,0,0,0,0,0.027027027,0,0.351351351,0,0,1.864864865,0,0.756756757,0,0,0.243243243,0.054054054,0.243243243,0,0.864864865,0,0,0,0,0,0,0,0,0,0,0.108108108,0.027027027,3.486486486,0.054054054,0,0.054054054,0,0,2.081081081,0,0,0,0.135135135,0,0,0,0,0,0,0.567567568,0,2.72972973,0,0,0,0,0,0.054054054,0,0,0,0,0,0,0,0,0,0,1.891891892,0,0.189189189,0,0,0.054054054,0,2.27027027,2.486486486,0,0,0,0,23.67567568,29,0.082634849
N,TU,37,0.243243243,0,0.162162162,1.081081081,0,0,0.054054054,0,0.162162162,0.135135135,0,1.243243243,0.297297297,0.945945946,0,0,0,0.864864865,0.216216216,0,0,0,0.027027027,0,0.054054054,0.027027027,0,0.864864865,0,0.189189189,0,0,0.135135135,0.108108108,0.297297297,0,0.918918919,0,0,0.189189189,0,0,0.189189189,0.081081081,0.081081081,0.486486486,0.054054054,0.054054054,0.108108108,3.054054054,0.216216216,0.162162162,0.027027027,0.027027027,0,2.783783784,0.027027027,0.081081081,0.108108108,0.243243243,0,0,0.702702703,0,0,0,0.864864865,0,4.459459459,0,0,0,0,0.054054054,0,0.027027027,0,0,0,0,0,0,0,0,0.054054054,1.486486486,0.027027027,0.297297297,0.027027027,0,0.135135135,0.216216216,3.081081081,2.189189189,0,0.027027027,0.081081081,0,29.72972973,51,0.069842149
